tarjeta,perfil,zona_residencia_origen,activa,fecha_baja,ultima_operacion,ultima_secuencia
TC-00001475,estudiante,Zona 1,true,,UPDATE,12861
TC-00001478,trabajador,Zona 13,true,,UPDATE,13458
TC-00001482,,,false,2026-07-02 14:57:00,DELETE,22027
TC-00001484,,,false,2026-07-07 10:31:00,DELETE,25492
TC-00001485,general,Zona 10,true,,INSERT,28454
TC-00001487,estudiante,Zona 4,true,,INSERT,15879
TC-00001488,adulto_mayor,Zona 12,true,,UPDATE,18479
TC-00001491,adulto_mayor,Zona 17,true,,INSERT,20760
TC-00001495,,,false,2026-06-17 18:58:00,DELETE,11691
TC-00001496,trabajador,San Miguel Petapa,true,,UPDATE,28574
TC-00001497,general,Zona 4,true,,UPDATE,5802
TC-00001499,trabajador,Mixco,true,,UPDATE,22554
TC-00001513,adulto_mayor,Zona 7,true,,UPDATE,9371
TC-00001517,trabajador,San Miguel Petapa,true,,INSERT,18176
TC-00001519,estudiante,San Miguel Petapa,true,,UPDATE,11393
TC-00001523,estudiante,Zona 12,true,,INSERT,16761
TC-00001536,trabajador,Zona 7,true,,INSERT,22126
TC-00001549,trabajador,Santa Catarina Pinula,true,,INSERT,28339
TC-00001552,estudiante,Mixco,true,,UPDATE,6807
TC-00001557,general,Zona 12,true,,UPDATE,27247
TC-00001560,estudiante,Santa Catarina Pinula,true,,INSERT,19543
TC-00001561,adulto_mayor,Zona 7,true,,UPDATE,3097
TC-00001567,,,false,2026-06-29 23:46:00,DELETE,19985
TC-00001569,adulto_mayor,Mixco,true,,UPDATE,26573
TC-00001573,adulto_mayor,Zona 11,true,,UPDATE,22385
TC-00001574,trabajador,Zona 13,true,,UPDATE,17680
TC-00001576,estudiante,Zona 10,true,,UPDATE,25951
TC-00001577,adulto_mayor,San Miguel Petapa,true,,UPDATE,3201
TC-00001578,estudiante,Zona 8,true,,UPDATE,6534
TC-00001583,trabajador,Zona 18,true,,INSERT,3523
TC-00001588,general,Zona 6,true,,UPDATE,23788
TC-00001590,trabajador,Zona 13,true,,UPDATE,14087
TC-00001595,trabajador,Villa Nueva,true,,INSERT,23627
TC-00001606,adulto_mayor,Zona 11,true,,UPDATE,24413
TC-00001607,trabajador,Villa Nueva,true,,UPDATE,19220
TC-00001608,trabajador,Zona 6,true,,UPDATE,24505
TC-00001609,adulto_mayor,San Miguel Petapa,true,,UPDATE,28867
TC-00001611,trabajador,Zona 17,true,,INSERT,14659
TC-00001613,trabajador,Zona 7,true,,INSERT,48
TC-00001618,trabajador,Zona 11,true,,INSERT,18794
TC-00001619,adulto_mayor,Zona 6,true,,UPDATE,2633
TC-00001621,general,Zona 13,true,,UPDATE,6479
TC-00001624,trabajador,Mixco,false,2026-07-12 02:55:00,DELETE,28920
TC-00001625,general,Zona 18,true,,UPDATE,4668
TC-00001630,trabajador,Zona 12,true,,INSERT,23671
TC-00001636,adulto_mayor,Zona 1,true,,UPDATE,19571
TC-00001638,general,Zona 9,true,,UPDATE,25814
TC-00001639,adulto_mayor,Zona 9,true,,UPDATE,25205
TC-00001646,estudiante,Zona 4,true,,INSERT,89
TC-00001649,general,Zona 12,true,,UPDATE,15706
TC-00001650,estudiante,Zona 10,true,,INSERT,17346
TC-00001651,estudiante,Santa Catarina Pinula,true,,INSERT,26326
TC-00001652,estudiante,Zona 13,true,,UPDATE,15671
TC-00001655,trabajador,Zona 13,true,,UPDATE,4386
TC-00001659,trabajador,Zona 18,true,,INSERT,9060
TC-00001660,trabajador,Mixco,true,,INSERT,16679
TC-00001668,trabajador,Santa Catarina Pinula,true,,INSERT,6915
TC-00001669,general,Zona 1,true,,UPDATE,23969
TC-00001670,general,Santa Catarina Pinula,true,,UPDATE,23732
TC-00001672,estudiante,Zona 1,true,,UPDATE,3180
TC-00001674,,,false,2026-07-15 17:52:00,DELETE,30980
TC-00001675,estudiante,Zona 13,true,,UPDATE,28878
TC-00001680,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,10643
TC-00001683,trabajador,Zona 18,true,,UPDATE,16447
TC-00001686,trabajador,Zona 4,true,,INSERT,8364
TC-00001699,estudiante,Zona 10,true,,UPDATE,23050
TC-00001700,trabajador,Zona 6,true,,INSERT,2281
TC-00001704,general,Zona 13,false,2026-06-26 09:16:00,DELETE,17852
TC-00001708,estudiante,Zona 13,true,,INSERT,9185
TC-00001709,adulto_mayor,Zona 4,true,,INSERT,16695
TC-00001710,estudiante,Mixco,true,,UPDATE,17126
TC-00001712,,,false,2026-06-02 11:00:00,DELETE,1369
TC-00001714,general,San Miguel Petapa,true,,UPDATE,26725
TC-00001717,estudiante,Zona 13,true,,UPDATE,14885
TC-00001718,adulto_mayor,Zona 7,true,,UPDATE,23774
TC-00001720,general,Zona 10,true,,INSERT,24319
TC-00001721,trabajador,San Miguel Petapa,true,,INSERT,22848
TC-00001727,trabajador,Zona 10,true,,UPDATE,10255
TC-00001729,trabajador,Zona 18,true,,INSERT,5751
TC-00001730,,,false,2026-06-23 18:25:00,DELETE,15815
TC-00001732,general,Santa Catarina Pinula,true,,INSERT,30476
TC-00001734,trabajador,Santa Catarina Pinula,true,,INSERT,27679
TC-00001735,general,Zona 7,true,,UPDATE,6461
TC-00001741,,,false,2026-06-02 05:05:00,DELETE,1291
TC-00001742,estudiante,Zona 9,true,,INSERT,27608
TC-00001747,trabajador,Santa Catarina Pinula,true,,INSERT,20896
TC-00001748,general,Zona 10,true,,UPDATE,27182
TC-00001749,trabajador,Zona 7,true,,INSERT,6967
TC-00001750,estudiante,Santa Catarina Pinula,true,,INSERT,15965
TC-00001756,trabajador,Zona 17,true,,INSERT,23689
TC-00001760,general,Zona 7,true,,UPDATE,12686
TC-00001765,adulto_mayor,Zona 7,true,,UPDATE,9953
TC-00001767,trabajador,Zona 6,true,,INSERT,21507
TC-00001769,,,false,2026-07-14 00:54:00,DELETE,30312
TC-00001775,trabajador,Zona 7,true,,INSERT,11903
TC-00001776,adulto_mayor,Zona 12,true,,INSERT,18677
TC-00001777,trabajador,Zona 11,true,,INSERT,18803
TC-00001780,,,false,2026-06-27 18:22:00,DELETE,18612
TC-00001782,estudiante,Zona 1,true,,UPDATE,12842
TC-00001787,estudiante,Mixco,true,,INSERT,23543
TC-00001791,estudiante,Zona 18,true,,UPDATE,30036
TC-00001793,,,false,2026-06-30 01:10:00,DELETE,20654
TC-00001800,adulto_mayor,Zona 13,true,,UPDATE,25830
TC-00001801,adulto_mayor,Zona 11,true,,INSERT,9015
TC-00001803,trabajador,San Miguel Petapa,true,,UPDATE,6062
TC-00001809,trabajador,Zona 9,true,,UPDATE,11586
TC-00001814,adulto_mayor,San Miguel Petapa,true,,UPDATE,25246
TC-00001819,estudiante,Zona 10,true,,INSERT,14680
TC-00001821,estudiante,Zona 11,true,,INSERT,9681
TC-00001823,,,false,2026-06-12 02:27:00,DELETE,8217
TC-00001825,trabajador,Zona 13,true,,UPDATE,25328
TC-00001829,trabajador,Santa Catarina Pinula,true,,UPDATE,13359
TC-00001831,estudiante,Santa Catarina Pinula,true,,UPDATE,15586
TC-00001837,trabajador,Zona 12,true,,UPDATE,25279
TC-00001840,,,false,2026-06-10 22:06:00,DELETE,6834
TC-00001842,estudiante,San Miguel Petapa,true,,UPDATE,27476
TC-00001843,estudiante,Santa Catarina Pinula,true,,INSERT,15235
TC-00001844,trabajador,San Miguel Petapa,true,,UPDATE,22595
TC-00001846,trabajador,Zona 4,true,,INSERT,6427
TC-00001848,trabajador,Santa Catarina Pinula,true,,INSERT,27076
TC-00001850,general,Zona 7,true,,INSERT,29157
TC-00001860,trabajador,Zona 13,true,,UPDATE,16998
TC-00001861,general,Villa Nueva,true,,INSERT,873
TC-00001864,trabajador,Zona 1,true,,INSERT,29865
TC-00001871,estudiante,Zona 1,true,,UPDATE,28682
TC-00001876,trabajador,San Miguel Petapa,true,,UPDATE,11567
TC-00001877,estudiante,Zona 1,true,,INSERT,25737
TC-00001883,trabajador,Zona 8,true,,UPDATE,30818
TC-00001888,estudiante,Villa Nueva,true,,UPDATE,25123
TC-00001889,adulto_mayor,Zona 11,true,,UPDATE,12024
TC-00001894,general,San Miguel Petapa,true,,UPDATE,22346
TC-00001898,trabajador,Zona 13,true,,UPDATE,6537
TC-00001906,adulto_mayor,Zona 9,true,,UPDATE,28160
TC-00001908,adulto_mayor,Zona 12,true,,INSERT,22944
TC-00001912,adulto_mayor,Zona 7,true,,INSERT,173
TC-00001914,,,false,2026-06-26 18:44:00,DELETE,17853
TC-00001915,general,Zona 13,true,,UPDATE,24000
TC-00001918,general,Zona 7,true,,UPDATE,2650
TC-00001924,trabajador,Zona 10,true,,UPDATE,2493
TC-00001928,,,false,2026-06-09 13:56:00,DELETE,6140
TC-00001933,trabajador,Mixco,true,,UPDATE,17768
TC-00001934,trabajador,Santa Catarina Pinula,true,,INSERT,19560
TC-00001936,general,Zona 4,true,,UPDATE,5798
TC-00001937,trabajador,Zona 18,true,,INSERT,24855
TC-00001939,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,20342
TC-00001941,estudiante,Zona 18,true,,INSERT,21530
TC-00001942,trabajador,Santa Catarina Pinula,true,,UPDATE,29578
TC-00001945,trabajador,Zona 12,true,,INSERT,2786
TC-00001947,general,Zona 12,true,,UPDATE,1072
TC-00001950,trabajador,Mixco,true,,INSERT,6440
TC-00001952,trabajador,Zona 10,true,,UPDATE,7440
TC-00001956,estudiante,Zona 4,true,,UPDATE,21926
TC-00001960,estudiante,Zona 4,true,,UPDATE,21155
TC-00001963,general,Villa Nueva,false,2026-07-08 21:11:00,DELETE,26210
TC-00001967,adulto_mayor,Zona 13,true,,UPDATE,3134
TC-00001968,estudiante,Zona 10,true,,UPDATE,524
TC-00001970,estudiante,Zona 10,true,,UPDATE,28813
TC-00001975,estudiante,Villa Nueva,true,,UPDATE,21093
TC-00001980,estudiante,Zona 12,true,,INSERT,20702
TC-00001986,general,Mixco,true,,UPDATE,13710
TC-00001988,general,Mixco,true,,UPDATE,4391
TC-00001990,general,Zona 7,true,,UPDATE,4682
TC-00001994,trabajador,Villa Nueva,true,,INSERT,2242
TC-00001995,estudiante,Zona 10,true,,UPDATE,7345
TC-00001996,trabajador,Santa Catarina Pinula,true,,INSERT,24162
TC-00001997,general,Mixco,true,,INSERT,25650
TC-00001998,estudiante,Zona 13,true,,UPDATE,10102
TC-00001999,estudiante,Zona 12,true,,UPDATE,25289
TC-00002001,trabajador,Zona 8,true,,UPDATE,6014
TC-00002009,trabajador,Zona 1,true,,INSERT,17413
TC-00002013,estudiante,Villa Nueva,true,,INSERT,20793
TC-00002016,,,false,2026-06-17 10:57:00,DELETE,11721
TC-00002017,,,false,2026-06-17 19:05:00,DELETE,11649
TC-00002022,,,false,2026-07-03 21:05:00,DELETE,22713
TC-00002026,adulto_mayor,Zona 11,false,2026-06-28 20:01:00,DELETE,19315
TC-00002027,estudiante,Zona 18,true,,INSERT,21545
TC-00002028,,,false,2026-07-13 15:07:00,DELETE,29642
TC-00002035,general,Villa Nueva,true,,INSERT,24997
TC-00002036,trabajador,Zona 11,true,,UPDATE,22486
TC-00002037,general,Zona 13,true,,UPDATE,19586
TC-00002041,trabajador,Zona 13,true,,UPDATE,19098
TC-00002046,estudiante,Zona 17,true,,UPDATE,15517
TC-00002047,,,false,2026-06-02 06:41:00,DELETE,1342
TC-00002050,general,Zona 17,true,,INSERT,21565
TC-00002059,trabajador,Villa Nueva,true,,INSERT,27148
TC-00002067,,,false,2026-07-13 10:16:00,DELETE,29659
TC-00002069,general,Zona 13,true,,INSERT,29745
TC-00002070,trabajador,Zona 10,true,,UPDATE,15473
TC-00002075,,,false,2026-06-20 14:04:00,DELETE,13739
TC-00002076,trabajador,Zona 6,true,,INSERT,2292
TC-00002082,estudiante,Zona 4,true,,INSERT,20928
TC-00002086,trabajador,Zona 8,true,,INSERT,18824
TC-00002095,trabajador,Zona 17,true,,INSERT,17367
TC-00002096,estudiante,Zona 6,true,,UPDATE,14161
TC-00002100,trabajador,Villa Nueva,true,,UPDATE,5185
TC-00002104,trabajador,Santa Catarina Pinula,true,,UPDATE,30144
TC-00002108,general,Zona 18,true,,INSERT,11881
TC-00002109,adulto_mayor,Zona 1,true,,UPDATE,8671
TC-00002111,adulto_mayor,Zona 1,true,,UPDATE,28600
TC-00002113,estudiante,Zona 7,true,,UPDATE,3810
TC-00002114,general,San Miguel Petapa,true,,UPDATE,28049
TC-00002120,estudiante,Zona 1,true,,INSERT,30505
TC-00002122,trabajador,Zona 8,true,,INSERT,10526
TC-00002123,,,false,2026-07-09 21:14:00,DELETE,26900
TC-00002125,trabajador,Zona 10,true,,UPDATE,9393
TC-00002126,adulto_mayor,Zona 18,true,,UPDATE,3163
TC-00002131,estudiante,Zona 17,true,,UPDATE,23778
TC-00002133,estudiante,Zona 18,true,,INSERT,25022
TC-00002135,,,false,2026-06-28 17:55:00,DELETE,19238
TC-00002137,trabajador,Villa Nueva,true,,UPDATE,7296
TC-00002138,adulto_mayor,Zona 9,false,2026-07-11 18:40:00,DELETE,28229
TC-00002140,trabajador,Zona 11,true,,INSERT,26446
TC-00002141,,,false,2026-07-10 20:47:00,DELETE,27544
TC-00002142,estudiante,Zona 6,true,,UPDATE,16957
TC-00002150,adulto_mayor,Zona 18,true,,UPDATE,30193
TC-00002156,estudiante,Mixco,true,,UPDATE,10781
TC-00002157,adulto_mayor,Zona 11,true,,UPDATE,12799
TC-00002161,estudiante,Santa Catarina Pinula,true,,UPDATE,12314
TC-00002165,estudiante,Zona 17,true,,UPDATE,23312
TC-00002168,estudiante,Zona 6,true,,UPDATE,19084
TC-00002170,adulto_mayor,Zona 6,true,,UPDATE,7384
TC-00002173,general,Zona 17,true,,UPDATE,5837
TC-00002180,general,Zona 18,true,,UPDATE,6770
TC-00002186,general,Zona 9,true,,UPDATE,14858
TC-00002189,,,false,2026-06-07 15:32:00,DELETE,4812
TC-00002194,trabajador,Santa Catarina Pinula,false,2026-07-09 11:08:00,DELETE,26871
TC-00002195,general,Zona 17,true,,UPDATE,19810
TC-00002198,estudiante,Zona 11,true,,UPDATE,26530
TC-00002203,,,false,2026-06-04 11:57:00,DELETE,2703
TC-00002213,trabajador,Zona 6,true,,INSERT,7090
TC-00002217,trabajador,Zona 7,true,,UPDATE,8014
TC-00002235,general,Zona 17,true,,INSERT,12553
TC-00002238,general,Zona 11,true,,UPDATE,30691
TC-00002243,,,false,2026-06-11 21:49:00,DELETE,7554
TC-00002244,trabajador,Zona 8,true,,INSERT,23508
TC-00002253,,,false,2026-07-14 04:57:00,DELETE,30274
TC-00002264,estudiante,Zona 18,true,,UPDATE,27316
TC-00002268,trabajador,San Miguel Petapa,true,,INSERT,25566
TC-00002271,trabajador,Zona 11,true,,INSERT,24291
TC-00002273,trabajador,Zona 17,true,,INSERT,19346
TC-00002279,trabajador,Zona 12,true,,INSERT,5610
TC-00002280,estudiante,Zona 11,true,,UPDATE,10830
TC-00002281,general,Zona 7,true,,INSERT,13875
TC-00002285,trabajador,Zona 7,false,2026-06-27 20:38:00,DELETE,18618
TC-00002290,adulto_mayor,Zona 17,true,,UPDATE,30108
TC-00002292,,,false,2026-06-05 13:28:00,DELETE,3397
TC-00002293,trabajador,Mixco,true,,INSERT,5556
TC-00002296,adulto_mayor,Zona 13,true,,UPDATE,23061
TC-00002297,general,Santa Catarina Pinula,true,,INSERT,13817
TC-00002300,,,false,2026-06-16 00:41:00,DELETE,10964
TC-00002309,adulto_mayor,Mixco,true,,UPDATE,13583
TC-00002311,estudiante,Zona 6,true,,UPDATE,5154
TC-00002314,adulto_mayor,Zona 7,true,,UPDATE,14234
TC-00002319,trabajador,Zona 4,true,,UPDATE,26009
TC-00002320,trabajador,Santa Catarina Pinula,true,,UPDATE,28755
TC-00002334,estudiante,Zona 1,true,,UPDATE,30601
TC-00002335,estudiante,Santa Catarina Pinula,true,,INSERT,29080
TC-00002337,,,false,2026-06-29 20:45:00,DELETE,19940
TC-00002338,estudiante,San Miguel Petapa,true,,UPDATE,16808
TC-00002340,adulto_mayor,Villa Nueva,true,,UPDATE,2521
TC-00002341,general,Zona 8,true,,UPDATE,8864
TC-00002344,estudiante,Zona 12,true,,UPDATE,280
TC-00002346,,,false,2026-06-15 07:58:00,DELETE,10269
TC-00002347,,,false,2026-06-28 14:07:00,DELETE,19261
TC-00002349,trabajador,Santa Catarina Pinula,true,,INSERT,6377
TC-00002351,adulto_mayor,Zona 17,true,,UPDATE,21825
TC-00002353,trabajador,Zona 17,true,,UPDATE,19636
TC-00002355,general,Zona 4,true,,UPDATE,1102
TC-00002358,trabajador,Zona 8,true,,INSERT,18138
TC-00002362,general,Zona 4,true,,UPDATE,14141
TC-00002371,,,false,2026-06-11 02:08:00,DELETE,7566
TC-00002374,,,false,2026-07-02 04:52:00,DELETE,22020
TC-00002380,general,Zona 12,true,,UPDATE,5113
TC-00002385,general,Zona 17,true,,INSERT,28504
TC-00002393,,,false,2026-06-21 00:38:00,DELETE,14459
TC-00002397,adulto_mayor,Zona 7,true,,UPDATE,18946
TC-00002399,trabajador,Zona 12,true,,INSERT,22995
TC-00002400,adulto_mayor,Zona 13,true,,UPDATE,27402
TC-00002402,adulto_mayor,Zona 6,true,,UPDATE,23896
TC-00002403,general,Zona 10,true,,INSERT,26224
TC-00002409,trabajador,Zona 18,true,,INSERT,29181
TC-00002415,trabajador,Zona 9,true,,INSERT,9158
TC-00002421,estudiante,Zona 17,true,,UPDATE,25868
TC-00002423,trabajador,Villa Nueva,true,,INSERT,9165
TC-00002425,general,Zona 10,true,,UPDATE,25886
TC-00002426,general,Zona 17,true,,UPDATE,13537
TC-00002430,estudiante,Zona 9,false,2026-07-03 03:02:00,DELETE,22714
TC-00002434,adulto_mayor,San Miguel Petapa,true,,UPDATE,8139
TC-00002447,general,Mixco,true,,UPDATE,1277
TC-00002450,adulto_mayor,Zona 11,true,,UPDATE,23863
TC-00002453,general,Zona 13,true,,UPDATE,15708
TC-00002454,general,Zona 17,true,,UPDATE,19058
TC-00002457,general,Zona 13,true,,INSERT,9812
TC-00002459,estudiante,Villa Nueva,true,,INSERT,20757
TC-00002463,trabajador,Villa Nueva,true,,INSERT,21591
TC-00002465,adulto_mayor,Zona 6,true,,UPDATE,16281
TC-00002468,estudiante,Zona 13,false,2026-07-11 13:20:00,DELETE,28234
TC-00002474,trabajador,Zona 7,true,,INSERT,27756
TC-00002475,general,Zona 10,true,,UPDATE,3943
TC-00002483,trabajador,Santa Catarina Pinula,false,2026-06-18 22:36:00,DELETE,12377
TC-00002486,trabajador,Zona 6,true,,UPDATE,17732
TC-00002492,general,Zona 7,false,2026-07-08 12:00:00,DELETE,26158
TC-00002498,adulto_mayor,Zona 6,false,2026-07-14 21:58:00,DELETE,30299
TC-00002499,trabajador,Zona 17,true,,INSERT,24851
TC-00002500,,,false,2026-06-04 21:00:00,DELETE,2685
TC-00002505,,,false,2026-06-20 22:48:00,DELETE,13759
TC-00002506,trabajador,Zona 4,true,,INSERT,18739
TC-00002516,trabajador,Zona 6,true,,INSERT,2239
TC-00002523,estudiante,Zona 18,true,,INSERT,15319
TC-00002529,trabajador,Zona 12,true,,UPDATE,28551
TC-00002531,trabajador,Zona 13,true,,UPDATE,10760
TC-00002537,estudiante,Zona 18,true,,UPDATE,12849
TC-00002541,trabajador,Zona 12,true,,UPDATE,27475
TC-00002545,,,false,2026-06-08 09:27:00,DELETE,5518
TC-00002548,trabajador,Zona 12,true,,UPDATE,30068
TC-00002551,trabajador,Zona 4,true,,UPDATE,11401
TC-00002553,trabajador,Zona 1,true,,UPDATE,24677
TC-00002562,estudiante,Zona 12,true,,UPDATE,17829
TC-00002570,general,Zona 13,true,,UPDATE,20339
TC-00002572,trabajador,Zona 13,true,,INSERT,18761
TC-00002573,estudiante,Zona 7,true,,INSERT,2795
TC-00002574,trabajador,Zona 17,true,,INSERT,4266
TC-00002580,estudiante,Zona 12,true,,UPDATE,18931
TC-00002582,trabajador,Mixco,false,2026-06-21 14:46:00,DELETE,14450
TC-00002584,adulto_mayor,Villa Nueva,true,,UPDATE,27403
TC-00002585,trabajador,Zona 1,true,,UPDATE,19762
TC-00002587,estudiante,Zona 10,true,,UPDATE,10774
TC-00002592,adulto_mayor,San Miguel Petapa,true,,UPDATE,5245
TC-00002596,trabajador,Zona 9,true,,UPDATE,20272
TC-00002600,trabajador,Zona 9,true,,INSERT,3528
TC-00002603,,,false,2026-06-05 18:15:00,DELETE,3398
TC-00002604,general,Zona 13,true,,INSERT,11271
TC-00002611,trabajador,Zona 7,false,2026-07-15 02:20:00,DELETE,31042
TC-00002617,general,Zona 10,true,,UPDATE,22455
TC-00002618,estudiante,Zona 17,true,,UPDATE,3852
TC-00002620,general,Villa Nueva,true,,INSERT,17311
TC-00002621,trabajador,Zona 1,true,,UPDATE,28854
TC-00002624,adulto_mayor,Zona 4,true,,UPDATE,14277
TC-00002627,trabajador,Santa Catarina Pinula,true,,INSERT,7129
TC-00002631,general,Zona 1,true,,INSERT,2781
TC-00002635,adulto_mayor,Zona 13,true,,UPDATE,28036
TC-00002638,adulto_mayor,Zona 18,true,,UPDATE,30606
TC-00002642,adulto_mayor,Zona 7,true,,UPDATE,6744
TC-00002649,trabajador,Zona 6,true,,INSERT,25656
TC-00002650,general,Zona 12,true,,UPDATE,590
TC-00002653,adulto_mayor,Villa Nueva,true,,INSERT,9206
TC-00002656,general,Mixco,true,,UPDATE,14090
TC-00002657,,,false,2026-06-27 19:27:00,DELETE,18614
TC-00002658,estudiante,Zona 17,true,,UPDATE,19110
TC-00002662,trabajador,Zona 1,true,,UPDATE,1019
TC-00002663,estudiante,Zona 10,false,2026-07-12 03:44:00,DELETE,28928
TC-00002664,general,Zona 12,true,,UPDATE,16131
TC-00002665,estudiante,Zona 7,true,,UPDATE,24009
TC-00002678,adulto_mayor,Zona 9,true,,UPDATE,25186
TC-00002691,estudiante,Zona 6,true,,UPDATE,10878
TC-00002699,trabajador,Santa Catarina Pinula,true,,INSERT,23596
TC-00002704,estudiante,Santa Catarina Pinula,false,2026-07-01 19:30:00,DELETE,21342
TC-00002709,trabajador,Zona 18,false,2026-06-28 15:09:00,DELETE,19288
TC-00002710,adulto_mayor,Zona 10,true,,UPDATE,21111
TC-00002720,estudiante,Villa Nueva,true,,UPDATE,2505
TC-00002721,estudiante,Zona 17,true,,INSERT,2958
TC-00002722,adulto_mayor,Mixco,true,,INSERT,8303
TC-00002723,general,Zona 17,true,,INSERT,22197
TC-00002724,trabajador,Zona 11,true,,INSERT,2883
TC-00002732,general,San Miguel Petapa,true,,UPDATE,521
TC-00002733,trabajador,San Miguel Petapa,true,,UPDATE,21115
TC-00002737,,,false,2026-06-15 06:47:00,DELETE,10306
TC-00002738,trabajador,Zona 10,true,,INSERT,19494
TC-00002740,,,false,2026-06-18 11:03:00,DELETE,12332
TC-00002741,,,false,2026-06-03 12:33:00,DELETE,2055
TC-00002744,trabajador,Zona 9,true,,UPDATE,28795
TC-00002746,trabajador,Zona 8,true,,UPDATE,18339
TC-00002755,general,Villa Nueva,true,,UPDATE,28073
TC-00002762,trabajador,Villa Nueva,true,,INSERT,19364
TC-00002764,trabajador,Zona 8,true,,INSERT,23626
TC-00002765,trabajador,Zona 6,true,,INSERT,840
TC-00002769,trabajador,Zona 8,true,,UPDATE,16997
TC-00002770,estudiante,Zona 4,true,,UPDATE,14787
TC-00002773,general,Zona 12,true,,UPDATE,30694
TC-00002774,trabajador,San Miguel Petapa,true,,INSERT,15960
TC-00002775,estudiante,Zona 12,true,,INSERT,121
TC-00002777,adulto_mayor,Zona 13,true,,UPDATE,9385
TC-00002783,estudiante,Zona 6,true,,UPDATE,27848
TC-00002793,general,Zona 10,true,,UPDATE,19763
TC-00002799,estudiante,Zona 17,true,,UPDATE,5923
TC-00002800,estudiante,Zona 7,true,,INSERT,6446
TC-00002802,trabajador,Santa Catarina Pinula,true,,INSERT,25624
TC-00002803,trabajador,Mixco,true,,UPDATE,26604
TC-00002809,estudiante,Zona 4,false,2026-06-25 02:46:00,DELETE,17170
TC-00002810,estudiante,San Miguel Petapa,true,,UPDATE,13671
TC-00002818,general,Zona 18,true,,UPDATE,4724
TC-00002819,adulto_mayor,Zona 6,true,,UPDATE,24007
TC-00002823,trabajador,Zona 1,true,,UPDATE,27261
TC-00002834,adulto_mayor,Zona 9,true,,UPDATE,5182
TC-00002839,trabajador,Zona 10,true,,UPDATE,28729
TC-00002840,adulto_mayor,Villa Nueva,true,,INSERT,2895
TC-00002843,trabajador,Zona 4,true,,INSERT,29214
TC-00002856,,,false,2026-07-14 20:48:00,DELETE,30279
TC-00002865,trabajador,Mixco,true,,INSERT,4917
TC-00002868,trabajador,Zona 6,true,,INSERT,26975
TC-00002871,trabajador,Zona 13,true,,INSERT,725
TC-00002876,adulto_mayor,Zona 7,true,,UPDATE,30871
TC-00002885,general,Zona 6,true,,INSERT,3633
TC-00002887,adulto_mayor,Zona 7,true,,UPDATE,18186
TC-00002889,,,false,2026-07-07 13:58:00,DELETE,25503
TC-00002891,trabajador,Zona 9,true,,INSERT,25037
TC-00002908,adulto_mayor,Zona 13,true,,UPDATE,395
TC-00002910,general,San Miguel Petapa,true,,INSERT,25545
TC-00002911,estudiante,Zona 7,true,,INSERT,18809
TC-00002914,,,false,2026-07-10 06:39:00,DELETE,27527
TC-00002920,,,false,2026-06-06 10:01:00,DELETE,4080
TC-00002922,trabajador,Zona 9,true,,INSERT,6925
TC-00002923,,,false,2026-06-17 07:37:00,DELETE,11712
TC-00002928,trabajador,Zona 10,true,,INSERT,13345
TC-00002931,,,false,2026-07-02 22:58:00,DELETE,21999
